criticality,defect_severity,asset_criticality,failure_consequence,deferral_history,mandatory,duration_minutes,restoration_minutes,power_isolation,snt_disconnection,department_risk,window_hours,traffic_block,failure_after_deferral,safety_escalation,emergency_intervention,disruption_minutes,maintenance_effectiveness,outcome_risk_score
2,4,1,4,7,1,180,30,0,0,0.72,8.0,1,1,0,0,98.26940705428487,0.6081941937931399,0.4329393444706701
5,2,5,3,1,0,150,30,0,0,0.72,3.0,1,1,0,1,60.16640652953143,0.7592180070866137,0.5869656771902914
5,3,3,5,7,1,75,45,0,1,0.82,8.0,1,1,1,0,48.08638977596772,0.6519875164072825,0.6364184670354688
4,3,4,5,7,1,150,60,0,0,0.82,12.0,0,1,0,1,51.55192295832545,0.5327250514429299,0.5970771950378785
5,5,5,3,3,1,150,20,0,0,0.72,1.5,1,1,0,1,107.08943776161438,0.5181310119351836,0.6351237876722802
2,2,3,5,6,1,90,20,0,0,0.86,24.0,1,1,0,1,97.23240902422509,0.5861624388897742,0.6237902352938659
5,5,3,4,3,0,60,20,0,0,0.82,72.0,1,1,0,1,155.9931608011773,0.8663585349132052,0.6433503430901939
5,1,3,2,0,1,150,0,0,0,0.82,24.0,0,0,1,0,48.059200846939106,0.6379168511012251,0.29738528765420696
2,3,4,5,6,1,180,20,1,1,0.72,24.0,1,1,1,1,81.49602549561727,0.5082857962134019,0.8587506779288068
4,4,5,2,2,0,120,20,0,0,0.72,48.0,1,1,0,1,53.75432674366378,0.7300920565557482,0.5847297738702069
1,4,5,3,5,0,150,20,1,1,0.82,4.0,1,1,1,1,20.936269537675162,0.6108665807494056,0.8111968523726585
2,4,3,5,6,0,120,0,1,0,0.72,8.0,0,1,1,0,14.395269326933072,0.5934625259773979,0.6180544693995377
1,1,5,4,0,0,60,10,1,0,0.86,3.0,1,1,0,1,225.33862783412332,0.7554700187210576,0.6973428505789415
2,2,1,2,7,1,45,20,0,0,0.72,12.0,1,1,0,1,52.17509878621158,0.5663207012583313,0.5951409501027246
2,5,4,5,5,0,30,0,1,0,0.86,96.0,1,1,0,1,186.45038605710667,0.7389096043857981,0.6725765850643987
4,1,5,3,0,1,150,30,0,1,0.82,48.0,1,0,0,0,24.291403958923638,0.9038482572785338,0.022924891296451727
2,4,1,4,4,1,60,0,0,1,0.72,72.0,0,1,0,0,49.92610352364773,0.5959147737246746,0.40157003485503795
3,5,2,1,0,1,45,60,0,1,0.82,4.0,0,0,0,0,41.7044802258581,0.6648578112117772,0.05126294003241433
2,2,2,4,7,1,90,45,1,0,0.86,96.0,1,0,0,0,49.51371232020068,0.5986300228081984,0.061105039950226564
3,4,5,4,0,1,60,20,0,0,0.86,3.0,1,1,0,1,55.46263601943163,0.708000543482511,0.5874150526358454
4,4,3,3,2,0,75,10,1,0,0.86,96.0,1,1,0,0,130.56591810183448,0.8501779690472188,0.4375314875679177
4,1,3,3,5,1,45,10,1,0,0.82,1.5,1,1,0,0,67.68084867891828,0.755139422202397,0.4022608062317778
4,4,5,4,3,1,75,30,0,0,0.82,24.0,1,1,1,0,42.44541912903851,0.6497730417599643,0.6328128331628282
3,1,3,4,4,1,120,45,0,0,0.86,1.5,0,1,1,1,47.13745768164564,0.583674479171752,0.8305677582457411
1,1,2,1,2,0,180,0,1,0,0.86,1.5,1,1,0,0,30.84807234860405,0.8209225878398447,0.3731008004169469
1,2,1,5,5,1,30,20,0,1,0.82,72.0,1,0,0,0,120.88591055587423,0.6339686037738279,0.10621280477308154
4,1,3,1,0,1,30,45,1,0,0.86,96.0,1,0,1,0,65.03143766119315,0.7859445645860822,0.298338172253103
4,2,4,3,6,0,45,30,0,0,0.72,72.0,1,0,0,1,29.34784839183967,0.7433192970702902,0.22753288146630612
4,3,1,2,7,0,75,45,1,0,0.86,24.0,1,0,1,0,39.171175314438145,0.5821272390590714,0.2953652101421571
5,4,5,4,5,0,150,10,0,1,0.82,1.5,0,1,1,1,108.15911045745591,0.6368341124077019,0.8675276857697648
2,4,2,2,7,1,30,30,0,1,0.82,2.0,1,1,0,0,33.091120734287145,0.7959405023412727,0.37634491199230236
1,2,1,1,2,0,180,45,1,0,0.86,4.0,1,0,0,0,87.90581188932906,0.8819623272924895,0.06686651168241178
3,5,3,1,0,0,45,45,1,0,0.72,3.0,1,1,0,0,75.9852310566498,0.6834080156464595,0.41281825960918106
5,2,5,5,8,1,90,10,0,1,0.86,12.0,1,1,1,1,117.79544184924575,0.6595873090617007,0.8723591829318449
1,2,3,1,7,1,150,0,1,1,0.72,24.0,1,0,0,0,144.109799604321,0.8294179972253912,0.10801393993043662
1,3,5,4,3,1,60,60,0,0,0.82,24.0,0,0,0,1,47.34152134019094,0.7846720037231641,0.23663397396617247
4,5,1,4,0,1,45,60,0,1,0.72,2.0,1,0,0,0,164.7882842522597,0.7736097101701814,0.12570617645626042
2,2,5,2,5,1,45,30,1,0,0.82,4.0,0,0,0,0,98.73006198612572,0.8141808916241238,0.07882737891039515
4,1,4,4,2,1,30,15,0,0,0.72,96.0,0,0,0,0,134.75516120270157,0.8672112533087467,0.09913198640352211
5,4,1,5,0,1,180,0,0,1,0.86,96.0,1,1,1,1,48.92404456434254,0.9003038609386679,0.809594759443855
4,4,5,4,0,0,150,15,0,1,0.82,3.0,1,1,0,1,48.307302892394496,0.5871101577762663,0.5911071575505911
1,3,4,5,3,1,180,15,0,0,0.72,3.0,1,1,0,0,80.953636227589,0.5454309150320482,0.4257889267661493
1,5,5,5,2,1,60,20,0,0,0.72,72.0,0,1,1,0,98.34368316088504,0.553075151167521,0.6768471948588637
5,2,4,5,3,0,30,0,0,0,0.82,24.0,1,1,1,1,35.090988782319585,0.621024712597926,0.8199222626396916
1,1,4,5,8,1,90,30,0,0,0.82,12.0,1,1,1,1,81.24542191344244,0.7004053901469542,0.8451352372986749
2,2,4,1,3,0,60,20,0,0,0.82,8.0,1,0,0,0,27.254450164405977,0.6788321053823085,0.04065138606617573
3,2,5,5,2,0,75,10,1,1,0.72,3.0,1,0,0,0,129.24480336508876,0.648359212691259,0.11077805735500439
2,4,5,1,4,0,90,20,0,1,0.86,3.0,1,1,0,1,131.7499692444666,0.7637864264453943,0.6343682629784669
2,1,1,3,0,1,90,10,0,0,0.72,24.0,1,1,0,0,120.79131538402791,0.7328868808994988,0.43922546192638706
5,4,2,2,1,1,120,20,0,0,0.86,96.0,1,0,0,0,70.35126023580318,0.7037110744996264,0.06764106494222827
2,1,1,1,3,1,60,20,0,0,0.72,2.0,1,1,0,0,42.16002570008708,0.751487169939863,0.38550258190426767
5,4,4,4,3,0,150,30,0,0,0.82,2.0,1,1,1,1,69.26187172627854,0.5779226685501953,0.8457199943523387
2,5,4,1,6,1,90,45,0,0,0.72,48.0,1,1,0,0,163.6925380116179,0.45065850801620067,0.4875822631132779
1,5,5,3,0,1,150,15,1,0,0.72,1.5,1,1,1,1,83.7789915356638,0.6935190612246702,0.847306326738049
4,3,5,4,3,0,90,45,1,0,0.72,96.0,1,1,1,0,57.116793349465524,0.5034691183966334,0.6528350239452128
2,2,5,3,3,1,90,45,0,0,0.82,3.0,1,1,0,0,57.79924246602833,0.8932218155884518,0.38600730121949395
2,4,5,3,4,0,75,30,0,0,0.82,96.0,1,1,0,1,58.74068996280032,0.6475672125972272,0.5938307550933943
1,5,5,5,0,1,150,10,0,0,0.72,12.0,1,1,0,1,77.62815424828224,0.6645499995963807,0.6052336028604415
2,5,3,1,0,0,90,10,1,0,0.86,2.0,0,1,1,1,62.604850554907955,0.7307172780825073,0.8305863575708299
1,3,3,4,0,0,150,30,0,1,0.72,12.0,1,0,0,1,84.20456221949202,0.5878728899100409,0.2749852725192918
1,3,4,5,5,1,180,60,0,1,0.72,72.0,1,1,1,0,51.7908938740333,0.5822073407856367,0.6437727487276944
3,1,3,1,4,1,45,10,0,1,0.86,8.0,1,1,0,0,61.51529922795178,0.8080396739976652,0.3944474223054647
3,1,4,2,0,0,180,60,1,1,0.86,96.0,1,0,0,0,17.633916036941095,0.7061742809461031,0.03232374435840018
1,4,1,3,0,1,150,45,1,1,0.86,2.0,1,0,0,1,46.41307517989638,0.5889950188294161,0.2497123988018718
3,2,2,4,2,0,45,60,0,0,0.86,1.5,1,1,1,1,115.43080790012267,0.6438040383808763,0.8718875892467538
1,1,1,5,3,0,30,60,0,0,0.72,72.0,0,0,1,0,169.50230638792596,0.7741763253734503,0.3688091948158091
5,5,3,2,8,1,90,60,1,0,0.72,3.0,1,0,0,0,41.981534852806085,0.46194626245384085,0.06565145153010186
4,4,1,4,4,1,60,15,0,0,0.72,24.0,1,1,1,0,117.12347020951162,0.6769078000956458,0.6806987674663126
1,2,3,4,5,1,30,0,0,0,0.72,4.0,1,1,0,1,111.3921035336063,0.5451857835017723,0.6360983975106135
1,2,3,3,0,1,90,30,0,1,0.72,4.0,1,0,0,1,84.55631834571851,0.7722560414953029,0.26231295599247445
5,4,2,1,3,1,120,30,0,0,0.86,2.0,1,0,0,0,42.51160995095184,0.6501676958821389,0.05282933458888484
5,2,2,1,3,1,150,0,1,1,0.82,1.5,0,1,1,0,125.99305183238396,0.7832753283904534,0.6791660949009244
3,5,2,5,5,1,60,45,0,0,0.86,48.0,1,1,1,0,69.97276847271021,0.7012122406786172,0.647563655467637
4,2,5,1,3,0,45,0,0,0,0.82,1.5,1,1,1,0,95.95709208855226,0.6982652322699655,0.665092828466804
3,4,2,2,0,1,90,45,1,0,0.72,2.0,1,1,1,1,30.194753068358075,0.8277593908124846,0.8021866780220315
5,5,4,5,5,0,30,60,0,0,0.72,72.0,1,1,0,0,55.432486207047305,0.6736654914377067,0.3997984064040588
1,3,1,5,5,1,30,60,0,1,0.86,8.0,1,1,1,1,71.03040286007918,0.5686451325702994,0.8475484426267985
3,2,2,3,6,1,30,15,0,0,0.72,12.0,1,1,0,0,40.646272135341974,0.6623317803870826,0.3907342901297989
2,2,3,2,7,0,150,30,0,1,0.86,2.0,1,0,1,0,36.72269326851323,0.7395171666311373,0.2827155938481625
5,1,4,5,6,0,180,10,0,0,0.82,48.0,1,1,1,0,59.789057369549205,0.624091565485336,0.6461729619957259
1,1,3,3,6,0,120,45,1,0,0.72,3.0,1,1,1,0,35.813432667791204,0.6166503166983502,0.630710099609643
3,3,3,2,0,1,150,0,0,1,0.82,4.0,1,0,0,1,52.30410332189848,0.7516668945959327,0.24225271959288372
1,1,3,4,6,0,120,45,0,0,0.86,4.0,1,1,1,0,39.053448790286836,0.6541608432506671,0.6302443734993113
1,2,4,2,5,0,180,30,0,0,0.72,1.5,1,0,1,0,24.516721049564374,0.4578495705318178,0.2942950107624823
5,4,1,1,4,0,60,60,0,1,0.72,24.0,1,0,1,1,51.380018119612366,0.8058016389288183,0.4778472306880576
1,4,2,1,0,0,180,15,0,1,0.72,3.0,1,0,0,0,22.70327154683262,0.7373405698897434,0.03352167447227305
1,5,3,5,1,0,90,15,1,1,0.82,12.0,1,0,0,1,177.99686366147424,0.7520686141571794,0.3260197727833136
5,1,1,1,7,1,90,0,0,0,0.72,4.0,1,0,1,1,73.26096122216741,0.7308518853636902,0.49768100883932
3,5,5,5,1,0,30,60,0,1,0.86,72.0,1,1,1,1,205.19472996683623,0.6472699005891951,0.9314875936033138
4,5,3,1,8,0,75,45,0,0,0.82,72.0,1,1,0,0,50.39069009178542,0.8033083110360577,0.38736221162199963
1,1,2,4,2,1,30,0,1,0,0.82,72.0,1,0,0,0,15.284046084462911,0.7440489998176475,0.028105934069073288
3,5,4,3,2,1,30,60,0,0,0.86,8.0,1,1,0,0,141.51012102212144,0.7379660319379444,0.4526824584457582
2,4,2,5,6,1,90,45,0,0,0.82,12.0,0,1,0,1,37.50280564095293,0.6483461548456859,0.579617639588104
1,3,2,5,1,1,60,30,1,0,0.86,3.0,1,1,0,0,61.67666939105314,0.8963752305394324,0.3883715134562752
4,2,3,2,7,0,30,30,0,0,0.86,8.0,1,1,0,1,70.80001043684402,0.5840097371687144,0.6063193253560861
4,3,4,3,2,1,45,45,0,0,0.86,1.5,1,0,1,1,35.459004573294926,0.6766350520946125,0.4762748827355737
2,1,4,5,5,0,75,10,0,1,0.82,12.0,1,0,0,0,69.26888239517143,0.6591149206801401,0.07004121048250447
5,2,4,2,8,0,45,60,1,0,0.86,8.0,1,0,1,0,74.38726596272491,0.6622855990817477,0.3132315187060943
4,5,3,4,6,0,90,15,0,0,0.86,1.5,1,1,0,1,147.6694164720444,0.6136591561183505,0.6554901367197451
1,1,1,5,2,1,150,60,1,1,0.86,12.0,0,0,0,1,36.20075083565742,0.668431592817957,0.2373436223931813
4,1,1,1,1,0,30,30,0,1,0.72,1.5,1,0,1,1,54.23956111872589,0.7073222150141572,0.4866471523614929
1,4,3,3,4,0,75,10,0,0,0.72,48.0,1,1,0,1,69.67064209517159,0.5923842948505251,0.6049801940905777
2,5,1,5,5,0,120,0,1,1,0.86,48.0,1,1,0,1,54.59235032119892,0.6050079308764487,0.5940443450527813
1,4,3,2,7,1,180,15,0,0,0.86,96.0,1,0,0,1,174.52987096659137,0.5636318818106106,0.33689901558431823
1,4,3,4,6,0,30,0,0,0,0.72,24.0,0,0,1,0,153.06072434762265,0.5729562928683783,0.3719335423976286
2,1,4,1,4,0,45,0,0,0,0.86,96.0,1,0,0,0,58.66311490702388,0.8916480120365122,0.0466933824287934
4,2,1,4,8,0,75,15,0,0,0.72,72.0,1,1,1,0,117.18743633017152,0.6670789785371127,0.6814294290558499
3,3,1,3,2,1,150,60,0,0,0.86,12.0,1,1,0,0,13.031956200830066,0.7649775805775851,0.36513954016012246
1,1,5,5,2,0,60,0,1,0,0.82,8.0,1,1,1,0,18.94329494178578,0.6254329355553382,0.6188485578056503
2,4,3,1,0,1,30,15,0,0,0.82,72.0,1,0,0,1,35.958741672021596,0.7281860173191186,0.2329994732356761
4,4,5,1,1,1,180,0,0,0,0.72,12.0,1,1,0,1,91.8791744740084,0.6946906314388374,0.6126244387819536
4,5,4,3,0,0,75,15,0,0,0.86,72.0,1,1,1,1,50.43630684591479,0.6522045018665393,0.8279698894332855
5,3,1,2,5,1,75,20,0,1,0.72,8.0,1,0,0,1,66.51924597597015,0.5861917808686383,0.26331273932317545
5,2,2,2,7,1,75,45,0,0,0.86,4.0,1,1,0,1,87.27707207443383,0.760208125682001,0.6049701459185493
5,2,1,2,6,1,45,30,0,0,0.72,4.0,1,1,0,1,151.2493774824032,0.8669461507257568,0.6401466877707992
5,4,1,1,5,1,120,0,0,1,0.72,3.0,1,1,1,1,44.520301771674134,0.5424416426846095,0.8317092861931935
1,5,1,3,7,1,45,20,0,0,0.82,1.5,0,1,0,1,112.2411012250567,0.5691366591428736,0.6349878346767034
4,5,4,2,6,0,45,20,0,0,0.86,48.0,1,1,0,0,142.97008711893,0.548053907191616,0.4669496179092069
2,1,3,4,0,1,30,30,1,0,0.72,8.0,1,0,0,1,12.142422742526316,0.8169939395150969,0.21090537272896076
5,1,3,4,3,1,60,60,0,0,0.72,24.0,1,0,1,1,60.58587473493846,0.662612950625902,0.4940076766128125
2,3,5,1,8,1,150,45,0,0,0.72,8.0,0,1,0,1,53.551811525097975,0.5722526591234645,0.5956435215447562
1,3,2,2,2,1,30,45,0,1,0.86,24.0,1,1,0,1,26.878768084956334,0.6839073690759144,0.5700456628879902
5,2,2,5,3,0,45,60,0,0,0.82,1.5,1,0,1,1,49.2537076840231,0.5290170616781138,0.4958046108052141
1,2,1,3,7,1,180,20,1,0,0.82,48.0,1,0,0,0,74.62149824488878,0.768307783750067,0.06596612063408783
2,5,3,3,7,0,60,0,0,0,0.72,24.0,1,1,0,1,89.51507754958794,0.5404101549154448,0.6218480075223108
1,1,5,3,1,1,45,45,0,0,0.82,1.5,1,1,0,0,65.64731581960613,0.7763991975209779,0.39941693338660234
2,4,2,5,2,1,45,20,0,0,0.82,24.0,1,1,1,0,30.962301461960244,0.6649641729275537,0.6240940422030448
1,1,2,5,4,0,150,20,0,0,0.72,8.0,1,0,0,1,32.77957203008104,0.6131275366834531,0.23893412045221232
2,2,1,5,2,0,90,15,0,0,0.82,24.0,1,0,0,1,71.50811980124905,0.6085264284190248,0.2650752298781677
4,5,2,5,1,1,180,60,0,1,0.82,48.0,0,1,1,1,99.26307823640657,0.6302463217511035,0.8620581429683605
2,1,1,3,1,1,180,30,1,0,0.72,12.0,1,0,0,0,45.76092495706379,0.9628873897361798,0.033105166023176605
1,2,2,2,7,0,150,10,1,0,0.82,2.0,1,1,0,0,54.95106329020115,0.5835589871989564,0.4057849130895405
5,5,4,2,3,0,75,20,0,1,0.86,48.0,1,1,1,1,34.96588718999483,0.6144491086955138,0.8202991538513107
4,2,3,2,3,0,45,10,0,0,0.72,24.0,1,0,0,1,23.14098408516319,0.7112526347299466,0.22563963829234587
4,5,1,4,4,1,30,15,0,0,0.72,96.0,1,0,1,0,93.61810378089876,0.6122966269860127,0.32955130529824495
1,2,3,1,6,1,30,60,1,1,0.72,12.0,0,1,0,0,98.93664224910356,0.5785061925511337,0.435462328020823
5,2,5,5,8,1,75,15,0,1,0.72,12.0,1,0,0,1,20.521431040190798,0.5162692812080495,0.23754210434223041
3,5,2,5,2,0,45,30,1,0,0.86,2.0,0,1,0,0,129.6185469513677,0.5519769665144862,0.45777397697823113
2,5,1,2,6,0,60,10,0,1,0.72,96.0,1,1,0,1,52.983332130880946,0.62797307297997,0.5913641063119894
3,2,4,1,6,1,45,60,0,0,0.86,3.0,1,0,0,0,128.80081382857833,0.5742536806752452,0.11566945157178506
3,1,5,3,0,1,90,60,0,0,0.86,48.0,1,1,0,0,102.99147448966853,0.6954124922705485,0.42998210853417396
3,5,3,5,6,0,150,45,0,0,0.72,24.0,1,1,0,1,82.3451015187701,0.446494372436369,0.623642128275301
5,5,1,5,1,1,150,0,1,1,0.82,2.0,1,1,1,0,60.268179951997205,0.6964272111124298,0.6414288818567948
5,5,2,2,5,0,45,10,1,1,0.82,72.0,1,1,0,0,13.897836243144607,0.4723271583800774,0.386202323075491
4,3,3,2,5,0,60,10,1,1,0.72,48.0,1,0,0,0,66.56892821165926,0.7088885517548462,0.06475708685160027
2,5,4,3,4,0,120,45,0,0,0.86,1.5,0,1,0,1,112.35067093373394,0.5766097724361295,0.6345377632186269
5,1,2,4,0,1,30,15,0,0,0.72,96.0,1,0,1,0,131.98184065456428,0.8560052660679384,0.3380675251449538
4,5,3,1,7,1,150,10,0,0,0.72,8.0,1,1,0,1,18.70679389735281,0.6946941243639134,0.5638426072260946
5,1,3,2,7,0,90,20,0,1,0.82,48.0,0,0,0,0,37.18666756150771,0.7070299279581012,0.04529901675060473
1,1,4,4,1,0,120,10,0,0,0.86,72.0,1,0,0,0,66.32660306454328,0.7428666094285364,0.06221707271636463
3,4,4,2,1,0,90,45,1,0,0.82,96.0,1,1,0,1,97.17120885904781,0.7242313818053892,0.6140846091796547
2,4,2,2,8,0,120,20,0,0,0.86,1.5,1,1,0,0,17.836096625754465,0.6609503962011336,0.375624203349757
3,3,5,5,1,0,90,20,0,0,0.72,12.0,1,1,1,1,48.78326116396529,0.5849599904917582,0.8315749747748872
2,1,3,2,1,1,30,30,0,0,0.86,4.0,1,1,1,0,93.80329679456266,0.9095073054217073,0.6488700198168557
4,2,1,1,5,1,45,30,0,0,0.82,1.5,1,0,0,0,98.66880470685842,0.6922511695518628,0.08732162126927522
4,2,1,4,1,1,90,45,1,1,0.82,3.0,0,1,0,0,60.78589021762434,0.8989738856453696,0.3875957548165737
2,4,2,2,1,1,120,15,0,0,0.86,24.0,0,1,0,1,54.12112436579986,0.6634087190520178,0.5896421392435587
4,3,3,4,7,0,45,10,0,1,0.86,1.5,1,1,1,1,43.123243797928886,0.6961040320308413,0.8200215469564603
4,2,4,3,8,0,75,30,1,0,0.86,12.0,1,1,1,1,38.44424855350311,0.5464771811574178,0.8273760963546495
2,5,5,1,0,1,150,10,0,0,0.86,72.0,1,1,0,1,109.66933755783481,0.6270089422557281,0.6292222657473222
3,1,2,1,4,1,30,20,0,0,0.72,96.0,1,1,0,0,18.309887574207085,0.7134037371642178,0.3722683301146429
1,1,4,1,6,1,75,15,0,0,0.82,8.0,1,1,0,0,40.934416331950644,0.6739523088382917,0.3901129492692867
4,2,4,2,3,0,120,15,0,0,0.86,12.0,0,1,1,0,41.27382370536843,0.6719613199271378,0.630478590075346
2,3,3,4,5,0,60,10,0,0,0.82,48.0,1,1,0,1,82.31132046769464,0.48371372697815407,0.621014252756659
3,3,3,5,0,0,90,15,0,0,0.72,72.0,1,0,0,0,96.91119469543078,0.8646384461808783,0.07408277189762572
2,3,2,5,4,1,120,15,1,0,0.72,2.0,1,1,0,0,68.00509346443411,0.6065280458903294,0.4128797657639664
2,2,2,4,7,0,45,60,0,1,0.86,2.0,1,1,1,0,64.25733433426352,0.6801834078345684,0.6452253843410893
4,5,4,2,5,1,180,15,1,0,0.72,8.0,1,1,0,0,37.245408669812356,0.6999493817033843,0.3858338157273047
3,4,3,3,4,1,120,15,1,0,0.72,24.0,1,1,0,0,100.9273441688181,0.6390825299889898,0.43254911901331616
5,5,1,1,4,1,90,60,0,0,0.82,8.0,1,1,0,1,38.65273770636976,0.8066281939774804,0.569304518225823
3,4,3,2,8,0,90,15,0,1,0.86,12.0,1,1,0,1,66.17874139330611,0.7349697032778294,0.5926712816994226
4,1,4,1,1,1,45,45,1,0,0.72,24.0,1,0,0,1,53.21741625096146,0.7755486360570529,0.24118987297664726
4,4,5,4,4,0,60,10,0,0,0.86,12.0,1,1,0,1,74.01003778810937,0.5790283613994964,0.6088080398941083
2,2,2,3,5,1,120,10,0,0,0.86,96.0,1,1,0,0,19.74441474744905,0.6580907468449879,0.3770965908858169
3,5,4,4,8,1,180,60,0,1,0.72,1.5,1,1,0,1,27.682616768330732,0.5959314559977059,0.5767398759257144
1,4,1,3,7,0,180,30,0,1,0.86,72.0,1,1,0,1,103.6894358840148,0.8135005572761098,0.6121812515800155
3,3,4,3,4,1,120,20,1,0,0.82,8.0,1,0,0,0,87.59654715586761,0.6556731892924537,0.08250057485343999
3,1,4,3,6,1,120,45,0,1,0.82,1.5,1,0,1,0,66.00154777169695,0.7619233144467707,0.300666399836524
3,5,4,4,3,0,90,10,0,0,0.82,1.5,1,1,0,0,11.735165173802923,0.477162003991253,0.3844221031698143
5,5,1,3,1,1,45,0,1,0,0.72,48.0,1,1,1,1,62.837936444238196,0.7141971676391242,0.8318981558947535
5,5,4,4,3,1,90,0,0,0,0.72,12.0,1,1,1,1,119.38007652038976,0.6112354136851043,0.8768002387223025
3,2,1,3,5,1,45,45,1,0,0.82,24.0,0,0,0,0,61.5960456590969,0.7288989428903592,0.06004110443707279
3,5,4,3,7,0,120,30,0,1,0.86,4.0,1,0,1,1,39.610179363492904,0.6587357528613148,0.4802952835420366
3,5,5,2,3,0,90,0,1,0,0.82,12.0,1,1,0,1,54.62139039606535,0.5774127678620966,0.5959953665136969
3,4,4,1,2,1,90,15,0,0,0.82,72.0,0,0,0,1,61.86933456884745,0.6875747932353189,0.253115987519426
1,2,4,4,0,1,120,0,0,1,0.72,8.0,0,0,1,0,137.86141923748642,0.8297725507692936,0.3438235342711404
1,1,4,3,6,0,30,0,0,0,0.86,8.0,1,0,0,1,107.60210714888181,0.8306063678371257,0.27359229235065574
2,2,5,4,0,0,30,20,1,0,0.86,72.0,1,1,1,1,104.1927443718096,0.7211562388040453,0.8589808928649232
1,3,2,4,2,1,75,0,0,0,0.86,8.0,0,0,0,1,45.630992629447434,0.7858285459632666,0.2354126635355363
3,3,5,4,7,0,180,10,0,0,0.82,2.0,1,1,0,1,71.25852662427675,0.6486004914915979,0.6021036500117727
3,3,1,1,7,0,180,0,0,1,0.86,4.0,1,0,0,0,46.93757264358604,0.7342575848812408,0.049893684154037166
4,4,3,1,6,1,75,0,0,0,0.72,48.0,1,1,0,0,53.996818300246446,0.6571140372795011,0.39999989625726595
2,2,3,1,2,1,180,10,1,1,0.72,48.0,1,0,0,1,46.558636380631974,0.9418845438058545,0.2251071728540115
1,4,3,2,1,0,150,10,0,0,0.86,72.0,1,0,0,1,53.454879279146255,0.5990692643286769,0.2537017376830901
3,4,1,1,7,0,45,0,0,1,0.72,48.0,1,1,0,0,90.37590507148386,0.5926660818427254,0.4287639776519985
2,4,3,4,0,1,180,30,1,1,0.86,2.0,0,1,0,0,186.97693283227673,0.7026144857440193,0.4854682745527698
3,2,2,2,1,1,150,30,0,0,0.82,24.0,1,0,0,0,75.65821808090757,0.7742163622006981,0.06624366669988951
1,2,4,4,0,1,120,45,0,0,0.72,2.0,1,1,0,1,50.58305003518217,0.6074162031146315,0.591202899138764
4,1,3,5,5,1,180,45,0,0,0.86,96.0,1,1,0,0,28.255679237374956,0.6625469914956719,0.3824588300868863
3,5,3,1,0,1,45,0,1,1,0.72,24.0,1,1,0,1,58.11140154062359,0.598960379153914,0.5968137078196417
1,3,4,3,5,0,45,0,0,0,0.86,1.5,1,1,0,1,120.78704608083446,0.619622272877487,0.637151138285799
4,3,4,1,2,0,180,20,0,0,0.72,4.0,1,0,1,0,83.76032042777557,0.7893745793856676,0.3105839930615203
2,2,3,3,1,1,30,60,0,0,0.86,24.0,1,1,0,0,38.34841993124745,0.7337325837929927,0.3842043324219888
2,3,1,1,0,1,180,30,1,0,0.72,1.5,1,0,0,0,62.18960261538116,0.8426751701066857,0.05247247316945278
2,5,3,2,2,0,75,20,1,0,0.72,4.0,1,1,0,1,63.266723045052785,0.7018382108554093,0.5930491406034899
3,5,5,5,1,1,150,15,0,0,0.82,2.0,0,1,0,0,37.24515111494041,0.4860106273428602,0.4008093568292934
4,5,5,1,2,1,180,0,1,0,0.72,12.0,1,1,0,1,88.47784716471531,0.43917944123150704,0.628242670556938
2,1,5,5,0,1,120,10,0,0,0.82,24.0,0,1,1,0,66.99634670991001,0.6973724019761623,0.6458481630016087
4,1,4,2,3,1,120,30,1,0,0.82,8.0,1,0,1,1,30.3283042943145,0.6568810286505413,0.4742371975240051
1,2,5,1,3,0,30,20,1,1,0.72,96.0,1,0,0,0,53.19094569827409,0.6959187079233615,0.05674632091088076
2,1,3,5,0,0,75,10,1,1,0.72,4.0,1,0,0,0,39.28997473382535,0.7579849944653496,0.04313436687664243
1,3,4,1,3,1,30,45,0,0,0.72,48.0,0,0,0,0,106.19483651433133,0.7993755407070191,0.08484026982672954
4,4,4,4,5,0,30,10,0,0,0.72,4.0,1,0,1,1,85.59570908226074,0.5399227332478624,0.5192692147274901
1,2,3,2,8,1,90,30,0,1,0.72,4.0,1,1,0,0,13.619396507377386,0.6396483906636127,0.3743042103251321
5,3,3,2,4,1,90,15,1,0,0.72,96.0,0,1,1,0,31.69850333155889,0.7422789759014944,0.619172807241268
1,1,4,2,0,1,180,45,1,0,0.86,2.0,1,1,0,0,35.57614932148647,0.7087905113926404,0.3841020970835062
4,1,1,4,7,0,45,10,0,0,0.82,8.0,1,1,1,1,54.62946554929766,0.6184680421511936,0.8331268807489483
1,1,3,4,3,0,180,60,0,0,0.86,48.0,1,1,1,0,28.829836087503736,0.7204485470312775,0.6187884924328132
2,3,1,5,4,1,45,30,1,1,0.72,1.5,1,1,1,1,68.0407927613832,0.801220725196673,0.8292750777438217
1,5,1,1,7,1,75,60,0,1,0.86,12.0,1,1,0,0,26.448139157059224,0.801360174354297,0.3715368805665721
5,2,3,5,1,1,30,60,0,1,0.86,1.5,0,1,0,0,22.731983923953113,0.6734015302421732,0.37801654883235003
5,1,1,4,1,0,180,10,0,0,0.86,4.0,1,1,1,0,32.09306512510797,0.6612528097958011,0.625107680064366
2,1,1,3,4,0,120,60,0,0,0.82,72.0,1,1,0,0,25.162732235545384,0.7860355532610972,0.3717526660954201
2,1,3,1,1,1,45,60,1,1,0.82,3.0,1,1,0,0,18.30921352405666,0.8715029056762617,0.3612009389520328
